     0.0000000   0.0000000   0.0000000           0.0039062
     0.0000000   0.0000000   0.0236681           0.0078125
     0.0000000   0.0000000   0.0473362           0.0078125
     0.0000000   0.0000000   0.0710043           0.0078125
     0.0000000   0.0000000  -0.0946724           0.0039062
     0.0000000   0.0441201   0.0000000           0.0234375
     0.0000000   0.0441201   0.0236681           0.0468750
     0.0000000   0.0441201   0.0473362           0.0468750
     0.0000000   0.0441201   0.0710043           0.0468750
     0.0000000   0.0441201  -0.0946724           0.0234375
     0.0000000   0.0882402   0.0000000           0.0234375
     0.0000000   0.0882402   0.0236681           0.0468750
     0.0000000   0.0882402   0.0473362           0.0468750
     0.0000000   0.0882402   0.0710043           0.0468750
     0.0000000   0.0882402  -0.0946724           0.0234375
     0.0000000   0.1323603   0.0000000           0.0234375
     0.0000000   0.1323603   0.0236681           0.0468750
     0.0000000   0.1323603   0.0473362           0.0468750
     0.0000000   0.1323603   0.0710043           0.0468750
     0.0000000   0.1323603  -0.0946724           0.0234375
     0.0000000  -0.1764803   0.0000000           0.0117188
     0.0000000  -0.1764803   0.0236681           0.0234375
     0.0000000  -0.1764803   0.0473362           0.0234375
     0.0000000  -0.1764803   0.0710043           0.0234375
     0.0000000  -0.1764803  -0.0946724           0.0117188
     0.0382091   0.0661801   0.0000000           0.0234375
     0.0382091   0.0661801   0.0236681           0.0468750
     0.0382091   0.0661801   0.0473362           0.0468750
     0.0382091   0.0661801   0.0710043           0.0468750
     0.0382091   0.0661801  -0.0946724           0.0234375
     0.0382091   0.1103002   0.0000000           0.0468750
     0.0382091   0.1103002   0.0236681           0.0937500
     0.0382091   0.1103002   0.0473362           0.0937500
     0.0382091   0.1103002   0.0710043           0.0937500
     0.0382091   0.1103002  -0.0946724           0.0468750
     0.0382091   0.1544203   0.0000000           0.0468750
     0.0382091   0.1544203   0.0236681           0.0937500
     0.0382091   0.1544203   0.0473362           0.0937500
     0.0382091   0.1544203   0.0710043           0.0937500
     0.0382091   0.1544203  -0.0946724           0.0468750
     0.0764182   0.1323603   0.0000000           0.0234375
     0.0764182   0.1323603   0.0236681           0.0468750
     0.0764182   0.1323603   0.0473362           0.0468750
     0.0764182   0.1323603   0.0710043           0.0468750
     0.0764182   0.1323603  -0.0946724           0.0234375
     0.0764182   0.1764803   0.0000000           0.0234375
     0.0764182   0.1764803   0.0236681           0.0468750
     0.0764182   0.1764803   0.0473362           0.0468750
     0.0764182   0.1764803   0.0710043           0.0468750
     0.0764182   0.1764803  -0.0946724           0.0234375
