  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  9.828381299692376E-011 -1.035483058350869E-010 -1.026931570522705E-011
  1.225936983263198E-010  1.617549760847491E-014  2.859749848631791E-014
  0.000000000000000E+000  0.000000000000000E+000  5.490610709686680E-002
  5.083025598881948E-011 -8.261813456674667E-010 -4.608941290637904E-010
 -9.331482798727619E-010 -3.206309495057040E-015  1.161292882591860E-014
  0.000000000000000E+000  0.000000000000000E+000  0.109812214193734     
 -4.825086271769484E-010  1.343873040253631E-009 -1.173457019593503E-010
 -9.941346956825184E-010  8.296165312261800E-014 -8.552025196839460E-014
  0.000000000000000E+000  0.000000000000000E+000  0.164718321290600     
  3.846823501897795E-010 -1.192730442073130E-009  3.662225712689496E-009
 -1.454635278358015E-009 -3.044132304389958E-014  2.009218855896629E-014
  0.000000000000000E+000  0.000000000000000E+000  0.219624428387467     
 -4.377330449675961E-010  2.704883525527050E-009 -2.002064404097906E-009
  8.403374557906725E-010 -3.151302814191213E-014 -1.763548512082917E-014
  0.000000000000000E+000  0.000000000000000E+000  0.274530535484334     
  4.074237778339821E-010  6.966827703401375E-010  3.366024904277329E-010
 -4.168683827074974E-011 -1.053961923212680E-014  1.325044674482702E-014
  0.000000000000000E+000  0.000000000000000E+000  0.329436642581201     
  1.133289148004050E-009  1.415541886768146E-009  6.509260786808805E-011
 -1.097066130435614E-009  1.456258789930303E-014 -3.934160297478890E-014
  0.000000000000000E+000  0.000000000000000E+000  0.384342749678067     
 -1.119386249463856E-010  1.354305500546451E-010  1.034537797101273E-010
 -1.554576631500876E-010 -5.913624280906200E-015 -2.753080622477487E-014
  0.000000000000000E+000  5.551007427493230E-002  0.000000000000000E+000
 -7.547454932807882E-010 -4.292603473057300E-011  1.697556226876632E-014
  3.551234673247811E-015  1.795168927893198E-016 -3.005409623196068E-014
  0.000000000000000E+000  5.551007427493230E-002  5.490610709686680E-002
 -6.261630537502860E-009  4.817107842735249E-009 -6.391714345292237E-014
 -2.802640504804758E-014  4.471625915060888E-014  4.513824481641993E-014
  0.000000000000000E+000  5.551007427493230E-002  0.109812214193734     
 -1.956061804698192E-009  5.076690467781655E-009  2.405236117218431E-014
  1.637784235951842E-014  3.525965776333824E-014  2.523000845885061E-015
  0.000000000000000E+000  5.551007427493230E-002  0.164718321290600     
 -7.386906415975942E-011 -1.225231379254482E-009 -5.974638041213688E-015
 -1.918701730383599E-015 -8.142463749125333E-015 -1.574151655100937E-014
  0.000000000000000E+000  5.551007427493230E-002  0.219624428387467     
  4.414263873780091E-009 -1.326637807844311E-009 -1.608990623279150E-015
  1.313900522247377E-014 -8.340441749531136E-015 -3.779434240602524E-015
  0.000000000000000E+000  5.551007427493230E-002  0.274530535484334     
